road_sheet,road_name_norm,station_km,asset,type_raw,length_m,depth_m,diameter_raw,easting,northing,spans,section_no,station_km_in_section
Alage_Bora,Alaje-Bora,12.9,quarry_site,Quarry Site,,,,525174,1476353,,2,5.167000000000001
Alage_Bora,Alaje-Bora,0.9,other,M,,,,552102,1428185,,1,0.9
Alage_Bora,Alaje-Bora,1.3,culvert,I,,,1Ø0.9,551699,1428120,,1,1.3
Alage_Bora,Alaje-Bora,21.0,quarry_site,Quarry Site,,,,537258,1426212,,3,5.5329999999999995
Alage_Bora,Alaje-Bora,2.0,culvert,I,,,1Ø0.9,551105,1428110,,1,2.0
Alage_Bora,Alaje-Bora,2.2,culvert,I,,,1Ø0.9,550951,1428120,,1,2.2
Alage_Bora,Alaje-Bora,2.6,culvert,I,,,1Ø0.9,550536,1428103,,1,2.6
Alage_Bora,Alaje-Bora,2.9,culvert,I,,,1Ø0.8,550341,1428004,,1,2.9
Alage_Bora,Alaje-Bora,3.3,other,K,,,,549893,1428034,,1,3.3
Alage_Bora,Alaje-Bora,3.6,culvert,I,,,1Ø0.9,549582,1428151,,1,3.6
Alage_Bora,Alaje-Bora,3.9,culvert,I,,,1Ø0.8,549375,1428241,,1,3.9
Alage_Bora,Alaje-Bora,4.6,culvert,I,,,1Ø0.8,548712,1428412,,1,4.6
Alage_Bora,Alaje-Bora,4.9,culvert,I,,,1Ø0.8,548518,1428539,,1,4.9
Alage_Bora,Alaje-Bora,5.0,culvert,I,,,1Ø0.9,548372,1428635,,1,5.0
Alage_Bora,Alaje-Bora,5.3,culvert,I,,,1Ø0.9,548176,1428774,,1,5.3
Alage_Bora,Alaje-Bora,5.4,culvert,I,,,1Ø1.10,548061,1428786,,1,5.4
Alage_Bora,Alaje-Bora,5.8,culvert,I,,,1Ø0.8,547804,1428621,,1,5.8
Alage_Bora,Alaje-Bora,6.1,culvert,I,,,1Ø0.8,547529,1428618,,1,6.1
Alage_Bora,Alaje-Bora,7.2,other,M,,,,547086,1428316,,1,7.2
Alage_Bora,Alaje-Bora,7.7,culvert,I,,,1Ø0.8,546789,1427946,,1,7.7
Alage_Bora,Alaje-Bora,7.8,culvert,I,,,1Ø0.8,546751,1427910,,2,0.06700000000000017
Alage_Bora,Alaje-Bora,8.1,culvert,I,,,1Ø0.8,546486,1427713,,2,0.367
Alage_Bora,Alaje-Bora,8.2,culvert,I,,,1Ø0.8,546361,1427724,,2,0.46699999999999964
Alage_Bora,Alaje-Bora,9.2,culvert,I,,,1Ø0.9,545708,1427895,,2,1.4669999999999996
Alage_Bora,Alaje-Bora,9.5,culvert,I,,,1Ø0.9,545573,1428067,,2,1.7670000000000003
Alage_Bora,Alaje-Bora,10.0,culvert,I,,,1Ø0.9,545058,1428031,,2,2.2670000000000003
Alage_Bora,Alaje-Bora,10.9,other,M,,,,544445,1427553,,2,3.1670000000000007
Alage_Bora,Alaje-Bora,11.8,culvert,I,,,2Ø0.8,544133,1427299,,2,4.067000000000001
Alage_Bora,Alaje-Bora,11.9,other,M,,,,544048,1427368,,2,4.167000000000001
Alage_Bora,Alaje-Bora,12.2,culvert,I,,,1Ø0.8,543922,1427189,,2,4.467
Alage_Bora,Alaje-Bora,12.4,other,M,,,,543691,1427199,,2,4.667000000000001
Alage_Bora,Alaje-Bora,13.1,other,M,,,,543518,1427081,,2,5.367
Alage_Bora,Alaje-Bora,13.4,culvert,I,,,1Ø0.8,543303,1427132,,2,5.667000000000001
Alage_Bora,Alaje-Bora,13.6,other,M,,,,543117,1427136,,2,5.867
Alage_Bora,Alaje-Bora,14.1,other,J,,,,542747,1426804,,2,6.367
Alage_Bora,Alaje-Bora,14.6,other,M,,,,542322,1426794,,2,6.867
Alage_Bora,Alaje-Bora,14.7,culvert,I,,,1Ø1.10,542177,1426750,,2,6.967
Alage_Bora,Alaje-Bora,14.75,culvert,I,,,1Ø0.8,542136,1426700,,2,7.017
Alage_Bora,Alaje-Bora,14.9,culvert,I,,,1Ø0.8,542163,1426616,,2,7.167000000000001
Alage_Bora,Alaje-Bora,15.3,culvert,I,,,1Ø1.10,541974,1426304,,2,7.567000000000001
Alage_Bora,Alaje-Bora,15.7,culvert,I,,,1Ø0.8,541791,1426396,,3,0.23299999999999876
Alage_Bora,Alaje-Bora,15.8,culvert,I,,,2Ø1.10,541705,1426447,,3,0.3330000000000002
Alage_Bora,Alaje-Bora,15.9,culvert,I,,,1Ø1.10,541579,1426394,,3,0.43299999999999983
Alage_Bora,Alaje-Bora,16.1,other,M,,,,541476,1426348,,3,0.6330000000000009
Alage_Bora,Alaje-Bora,16.3,culvert,I,,,1Ø1.10,541312,1426264,,3,0.8330000000000002
Alage_Bora,Alaje-Bora,16.5,culvert,I,,,1Ø0.8,541099,1426205,,3,1.0329999999999995
Alage_Bora,Alaje-Bora,16.9,culvert,I,,,1Ø0.8,540763,1426336,,3,1.432999999999998
Alage_Bora,Alaje-Bora,17.1,other,M,,,,540300,1426492,,3,1.633000000000001
Alage_Bora,Alaje-Bora,17.9,other,M,,,,539943,1426490,,3,2.432999999999998
Alage_Bora,Alaje-Bora,18.2,culvert,I,,,1Ø1.10,539651,1426438,,3,2.7329999999999988
Alage_Bora,Alaje-Bora,18.4,culvert,I,,,1Ø1.10,539458,1426420,,3,2.932999999999998
Alage_Bora,Alaje-Bora,18.6,other,M,,,,539336,1426475,,3,3.133000000000001
Alage_Bora,Alaje-Bora,19.0,culvert,I,,,1Ø1.10,538894,1426380,,3,3.5329999999999995
Alage_Bora,Alaje-Bora,19.2,other,M,,,,538725,1426332,,3,3.7329999999999988
Alage_Bora,Alaje-Bora,19.4,culvert,I,,,1Ø0.8,538585,1426169,,3,3.932999999999998
Alage_Bora,Alaje-Bora,19.8,culvert,I,,,1Ø1.10,538260,1426015,,3,4.333
Alage_Bora,Alaje-Bora,20.1,culvert,I,,,1Ø1.0,538046,1426020,,3,4.633000000000001
Alage_Bora,Alaje-Bora,20.2,culvert,I,,,2Ø1.0,538012,1426093,,3,4.732999999999999
Alage_Bora,Alaje-Bora,20.5,other,M,,,,537742,1426163,,3,5.0329999999999995
Alage_Bora,Alaje-Bora,20.8,other,M,,,,537503,1426320,,3,5.333
Alage_Bora,Alaje-Bora,20.9,culvert,I,,,1Ø0.8,537377,1426269,,3,5.432999999999998
Alage_Bora,Alaje-Bora,21.1,culvert,I,,,1Ø1.10,537212,1426177,,3,5.633000000000001
Alage_Bora,Alaje-Bora,21.6,culvert,I,,,1Ø1.0,536902,1426171,,3,6.133000000000001
Alage_Bora,Alaje-Bora,21.9,culvert,I,,,2Ø1.10,536464,1426245,,3,6.432999999999998
Alage_Bora,Alaje-Bora,22.1,culvert,I,,,1Ø1.10,536307,1426300,,3,6.633000000000001
Alage_Bora,Alaje-Bora,22.3,bridge,A,46.5,,,536152,1426203,2.0,3,6.833
Alage_Bora,Alaje-Bora,22.8,culvert,I,,,1Ø1.10,536362,1425853,,3,7.333
Alage_Bora,Alaje-Bora,23.0,culvert,I,,,1Ø1.10,536560,1425801,,3,7.5329999999999995
Alage_Bora,Alaje-Bora,23.1,culvert,I,,,1Ø1.0,536695,1425755,,3,7.633000000000001
Alage_Bora,Alaje-Bora,23.3,culvert,I,,,1Ø1.10,536866,1425675,,3,7.833
Maychew_Neksege,Maichew-Neqsege,1.5,bridge,A,8.7,,,556027,1409749,1.0,1,1.5
Maychew_Neksege,Maichew-Neqsege,1.7,culvert,I,,,1Ø0.8,555747,1409824,,1,1.7
Maychew_Neksege,Maichew-Neqsege,2.6,culvert,I,,,1Ø0.8,555003,1409949,,1,2.6
Maychew_Neksege,Maichew-Neqsege,2.7,culvert,I,,,2Ø1.10,554906,1409959,,1,2.7
Maychew_Neksege,Maichew-Neqsege,3.2,culvert,I,,,1Ø0.8,554426,1410027,,1,3.2
Maychew_Neksege,Maichew-Neqsege,3.5,culvert,I,,,1Ø0.8,554200,1410062,,1,3.5
Maychew_Neksege,Maichew-Neqsege,3.7,bridge,A,6.7,,,553956,1410081,1.0,1,3.7
Maychew_Neksege,Maichew-Neqsege,3.9,culvert,I,,,1Ø0.8,553791,1409918,,1,3.9
Maychew_Neksege,Maichew-Neqsege,4.2,culvert,I,,,1Ø0.8,553570,1409822,,1,4.2
Maychew_Neksege,Maichew-Neqsege,4.5,culvert,I,,,1Ø0.8,553386,1409961,,1,4.5
Maychew_Neksege,Maichew-Neqsege,4.7,culvert,I,,,2Ø1.10,553251,1410150,,1,4.7
Maychew_Neksege,Maichew-Neqsege,5.0,culvert,F,4.7,,,553134,1410317,,1,5.0
Maychew_Neksege,Maichew-Neqsege,5.2,culvert,I,,,1Ø0.8,552931,1410318,,1,5.2
Maychew_Neksege,Maichew-Neqsege,5.4,culvert,I,,,1Ø0.8,552838,1410449,,1,5.4
Maychew_Neksege,Maichew-Neqsege,5.7,culvert,I,,,1Ø1.10,552635,1410682,,1,5.7
Maychew_Neksege,Maichew-Neqsege,6.0,culvert,I,,,1Ø0.8,552363,1410783,,1,6.0
Maychew_Neksege,Maichew-Neqsege,6.5,culvert,I,,,1Ø0.8,552007,1410874,,1,6.5
Maychew_Neksege,Maichew-Neqsege,6.7,culvert,I,,,1Ø0.8,551766,1411031,,1,6.7
Maychew_Neksege,Maichew-Neqsege,7.0,culvert,I,,,1Ø0.8,551475,1411050,,1,7.0
Maychew_Neksege,Maichew-Neqsege,7.8,culvert,I,,,1Ø0.8,551204,1411555,,1,7.8
Maychew_Neksege,Maichew-Neqsege,8.1,bridge,A,8.7,,,551311,1411858,1.0,1,8.1
Maychew_Neksege,Maichew-Neqsege,8.2,culvert,I,,,1Ø0.9,551269,1411870,,1,8.2
Maychew_Neksege,Maichew-Neqsege,8.4,bridge,A,5.7,,,551026,1411898,1.0,1,8.4
Maychew_Neksege,Maichew-Neqsege,9.0,culvert,I,,,1Ø0.8,550553,1411938,,1,9.0
Maychew_Neksege,Maichew-Neqsege,9.1,culvert,I,,,1Ø0.8,550454,1411952,,1,9.1
Maychew_Neksege,Maichew-Neqsege,10.7,bridge,A,26.0,,,549481,1412411,1.0,1,10.7
Maychew_Neksege,Maichew-Neqsege,9.7,culvert,F,3.7,,,550114,1412264,,1,9.7
Maychew_Neksege,Maichew-Neqsege,11.1,culvert,I,,,1Ø0.8,549229,1412488,,2,0.26699999999999946
Maychew_Neksege,Maichew-Neqsege,11.5,bridge,A,5.7,,,549229,1412488,1.0,2,0.6669999999999998
Maychew_Neksege,Maichew-Neqsege,11.8,culvert,I,,,1Ø1.0,548949,1412548,,2,0.9670000000000005
Maychew_Neksege,Maichew-Neqsege,12.5,culvert,I,,,1Ø0.9,548624,1412640,,2,1.6669999999999998
Maychew_Neksege,Maichew-Neqsege,12.6,culvert,I,,,1Ø0.9,548501,1412646,,2,1.7669999999999995
Maychew_Neksege,Maichew-Neqsege,12.7,culvert,I,,,1Ø0.9,548415,1412641,,2,1.866999999999999
Maychew_Neksege,Maichew-Neqsege,13.7,culvert,I,,,2Ø1.0,547638,1412405,,2,2.866999999999999
Maychew_Neksege,Maichew-Neqsege,14.0,culvert,I,,,1Ø0.9,547426,1412532,,2,3.167
Maychew_Neksege,Maichew-Neqsege,14.4,culvert,F,3.7,,,547175,1412431,,2,3.567
Maychew_Neksege,Maichew-Neqsege,14.9,culvert,I,,,1Ø0.9,546650,1412464,,2,4.067
Maychew_Neksege,Maichew-Neqsege,15.3,culvert,I,,,1Ø0.9,546367,1412304,,2,4.4670000000000005
Maychew_Neksege,Maichew-Neqsege,15.7,culvert,I,,,1Ø0.9,546142,1411944,,2,4.866999999999999
